time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1940-05-14,3,14.1,7.5,10.8,13.7,5.1,8.8,1940-05-14T04:24,1940-05-14T19:20,53698.40,45789.91,0.00,0.00,0.00,0.0,8.2,19.8,138,21.75,3.27
1940-05-15,51,19.8,6.8,13.2,19.2,4.8,12.2,1940-05-15T04:23,1940-05-15T19:21,53839.43,48043.57,0.30,0.30,0.00,1.0,12.7,29.9,195,25.89,4.06
1940-05-16,51,14.4,8.4,11.5,12.1,6.7,9.7,1940-05-16T04:22,1940-05-16T19:22,53978.18,16702.65,0.30,0.30,0.00,2.0,15.0,31.3,24,12.01,1.98
1940-05-17,61,14.2,9.6,11.6,12.7,7.3,9.9,1940-05-17T04:21,1940-05-17T19:23,54114.53,0.00,16.20,16.20,0.00,22.0,18.0,37.4,16,3.55,0.75
1940-05-18,51,13.3,11.5,12.2,11.1,9.5,10.3,1940-05-18T04:20,1940-05-18T19:24,54248.29,0.00,2.10,2.10,0.00,9.0,17.1,38.5,3,4.78,1.18
1940-05-19,53,15.9,10.6,12.7,14.0,8.7,10.9,1940-05-19T04:19,1940-05-19T19:25,54379.30,21575.31,5.70,5.70,0.00,18.0,13.4,37.8,286,11.29,2.03
1940-05-20,53,20.6,10.6,14.8,21.8,8.9,14.0,1940-05-20T04:18,1940-05-20T19:27,54507.41,46829.28,3.10,3.10,0.00,7.0,11.6,23.4,250,23.37,4.00
1940-05-21,61,20.5,9.2,14.6,22.5,8.2,14.7,1940-05-21T04:17,1940-05-21T19:28,54632.44,45456.44,2.90,2.90,0.00,8.0,11.6,22.7,246,23.96,3.89
1940-05-22,51,22.3,10.4,16.5,25.1,9.6,17.1,1940-05-22T04:16,1940-05-22T19:29,54754.22,47730.80,0.10,0.10,0.00,1.0,8.1,16.2,129,24.60,4.19
1940-05-23,63,22.7,12.8,17.2,24.3,12.5,17.9,1940-05-23T04:15,1940-05-23T19:30,54872.57,40165.36,7.80,7.80,0.00,14.0,7.2,23.4,72,18.35,3.25
1940-05-24,55,22.5,13.4,17.6,23.5,13.6,18.3,1940-05-24T04:14,1940-05-24T19:31,54987.34,37227.36,5.60,5.60,0.00,17.0,7.7,28.4,360,18.72,3.30
1940-05-25,51,24.6,12.6,19.4,27.7,12.3,21.1,1940-05-25T04:13,1940-05-25T19:32,55098.31,48272.64,1.50,1.50,0.00,12.0,7.6,28.8,318,22.47,4.04
1940-05-26,1,26.5,14.3,20.4,28.1,14.5,21.4,1940-05-26T04:13,1940-05-26T19:33,55205.34,48798.72,0.00,0.00,0.00,0.0,13.4,26.3,201,26.64,4.99
1940-05-27,1,25.4,14.6,20.4,27.7,14.0,21.6,1940-05-27T04:12,1940-05-27T19:34,55308.23,44491.54,0.00,0.00,0.00,0.0,8.9,19.1,260,25.67,4.71
1940-05-28,1,26.3,15.1,21.2,28.8,15.6,22.8,1940-05-28T04:11,1940-05-28T19:35,55406.95,48878.17,0.00,0.00,0.00,0.0,7.0,18.0,257,24.90,4.72
1940-05-29,51,26.9,14.7,21.5,30.1,15.0,23.4,1940-05-29T04:11,1940-05-29T19:36,55502.30,47294.52,0.10,0.10,0.00,1.0,10.4,18.7,229,24.75,4.72
1940-05-30,51,24.3,13.4,19.4,24.2,13.3,19.3,1940-05-30T04:10,1940-05-30T19:37,55594.38,50216.79,0.30,0.30,0.00,1.0,16.1,44.6,227,24.59,4.66
1940-05-31,51,17.7,12.6,15.8,17.4,11.9,15.4,1940-05-31T04:09,1940-05-31T19:37,55683.11,4276.70,2.60,2.60,0.00,9.0,13.5,29.9,296,7.27,1.58
1940-06-01,53,20.0,10.9,15.4,18.7,9.7,14.3,1940-06-01T04:09,1940-06-01T19:38,55768.36,44676.06,1.90,1.90,0.00,7.0,12.2,25.9,351,19.95,3.49
1940-06-02,51,16.1,12.2,13.6,13.3,9.9,11.4,1940-06-02T04:08,1940-06-02T19:39,55850.07,14565.13,1.10,1.10,0.00,7.0,21.7,48.6,20,10.14,2.14
1940-06-03,61,20.7,12.2,16.0,17.2,8.6,13.3,1940-06-03T04:08,1940-06-03T19:40,55928.11,28333.48,8.50,8.50,0.00,11.0,26.2,52.2,18,14.63,3.45
1940-06-04,61,17.1,12.4,14.6,17.7,10.0,13.3,1940-06-04T04:07,1940-06-04T19:41,56002.41,0.00,26.90,26.90,0.00,24.0,18.2,40.7,10,3.15,1.02
1940-06-05,53,23.0,13.7,18.4,21.3,12.9,17.6,1940-06-05T04:07,1940-06-05T19:42,56072.85,47016.58,5.70,5.70,0.00,16.0,18.7,50.4,15,18.90,3.68
1940-06-06,51,22.0,14.6,18.4,20.7,13.1,17.3,1940-06-06T04:07,1940-06-06T19:42,56139.35,50083.12,0.40,0.40,0.00,4.0,19.2,44.6,15,24.40,4.56
1940-06-07,51,22.3,13.7,18.6,23.4,12.0,17.9,1940-06-07T04:06,1940-06-07T19:43,56201.80,50400.00,0.20,0.20,0.00,2.0,12.9,33.5,7,22.08,4.15
1940-06-08,55,23.8,12.4,18.3,27.0,12.0,19.5,1940-06-08T04:06,1940-06-08T19:44,56260.13,46545.02,3.20,3.20,0.00,11.0,7.9,30.2,300,20.75,3.73
1940-06-09,1,24.5,13.1,19.4,27.1,12.3,20.4,1940-06-09T04:06,1940-06-09T19:44,56314.22,44643.93,0.00,0.00,0.00,0.0,8.0,16.9,334,26.75,4.78
1940-06-10,63,25.1,13.8,19.1,28.4,13.8,20.6,1940-06-10T04:05,1940-06-10T19:45,56363.99,40075.34,8.40,8.40,0.00,6.0,7.2,20.2,247,23.24,4.19
1940-06-11,51,28.0,14.3,21.2,30.3,14.8,22.7,1940-06-11T04:05,1940-06-11T19:46,56409.35,50400.00,0.20,0.20,0.00,1.0,10.5,19.1,273,25.92,5.03
1940-06-12,53,26.3,12.7,20.0,29.0,12.7,21.4,1940-06-12T04:05,1940-06-12T19:46,56450.21,46033.77,0.70,0.70,0.00,1.0,11.0,20.2,222,26.29,4.88
1940-06-13,1,25.8,15.1,20.9,26.9,14.9,21.2,1940-06-13T04:05,1940-06-13T19:47,56486.50,48725.15,0.00,0.00,0.00,0.0,11.3,25.2,230,24.92,4.95
1940-06-14,55,27.3,13.5,20.6,28.7,13.3,21.7,1940-06-14T04:05,1940-06-14T19:47,56518.10,48078.05,1.10,1.10,0.00,1.0,13.8,27.0,226,26.06,4.90
1940-06-15,1,26.8,15.8,21.8,27.7,16.6,23.0,1940-06-15T04:05,1940-06-15T19:48,56544.95,48272.63,0.00,0.00,0.00,0.0,17.1,30.2,217,23.18,4.65
1940-06-16,61,24.0,16.6,19.8,26.3,17.5,21.8,1940-06-16T04:05,1940-06-16T19:48,56566.96,37183.71,10.70,10.70,0.00,14.0,7.7,22.3,281,15.85,2.89
1940-06-17,61,25.6,14.7,19.5,29.1,15.9,21.6,1940-06-17T04:05,1940-06-17T19:48,56584.09,41583.00,7.00,7.00,0.00,17.0,7.0,18.7,324,19.33,3.57
1940-06-18,61,21.2,16.8,18.5,23.5,18.1,19.9,1940-06-18T04:05,1940-06-18T19:49,56596.43,39201.47,7.50,7.50,0.00,15.0,9.2,27.0,324,17.15,3.01
1940-06-19,51,23.1,15.8,19.3,25.0,16.1,20.6,1940-06-19T04:05,1940-06-19T19:49,56604.05,48173.07,1.00,1.00,0.00,8.0,6.9,33.8,331,22.48,3.97
1940-06-20,2,24.2,13.8,19.4,25.2,13.9,20.3,1940-06-20T04:05,1940-06-20T19:49,56606.96,47748.35,0.00,0.00,0.00,0.0,6.9,23.4,293,24.26,4.42
1940-06-21,53,25.2,15.1,20.1,27.7,15.8,21.6,1940-06-21T04:06,1940-06-21T19:49,56605.21,44889.86,1.50,1.50,0.00,3.0,7.6,16.9,276,23.31,4.31
1940-06-22,51,26.3,14.7,20.5,28.2,15.4,22.0,1940-06-22T04:06,1940-06-22T19:49,56598.84,48363.67,0.30,0.30,0.00,2.0,15.8,23.4,240,25.74,4.78
1940-06-23,53,24.8,17.2,21.2,26.1,17.1,22.0,1940-06-23T04:06,1940-06-23T19:50,56587.88,47336.62,1.50,1.50,0.00,2.0,17.0,46.1,223,22.60,4.25
1940-06-24,55,24.4,15.9,21.1,25.8,16.3,22.0,1940-06-24T04:07,1940-06-24T19:50,56572.39,45945.96,1.50,1.50,0.00,3.0,17.2,51.1,202,21.15,3.96
1940-06-25,51,24.9,17.4,21.1,25.4,17.4,21.0,1940-06-25T04:07,1940-06-25T19:50,56552.40,50400.00,0.60,0.60,0.00,3.0,21.7,56.5,222,25.52,4.95
1940-06-26,63,19.0,15.3,17.7,19.8,14.9,18.0,1940-06-26T04:07,1940-06-26T19:50,56527.97,0.00,14.80,14.80,0.00,20.0,13.0,31.7,347,8.01,1.69
1940-06-27,3,22.2,13.1,18.2,19.9,11.2,16.4,1940-06-27T04:08,1940-06-27T19:50,56499.13,48871.51,0.00,0.00,0.00,0.0,22.2,46.1,3,24.24,4.84
1940-06-28,51,19.0,11.7,15.2,14.5,9.4,12.5,1940-06-28T04:08,1940-06-28T19:50,56465.96,22594.86,0.70,0.70,0.00,3.0,27.3,58.3,5,15.51,3.42
1940-06-29,63,17.0,13.6,15.1,16.0,12.3,14.3,1940-06-29T04:09,1940-06-29T19:50,56428.49,0.00,39.10,39.10,0.00,24.0,22.6,48.6,9,2.34,0.81
1940-06-30,63,23.9,15.9,19.2,24.4,14.9,19.4,1940-06-30T04:09,1940-06-30T19:49,56386.79,26812.25,35.00,35.00,0.00,24.0,22.4,45.7,15,13.18,2.62
1940-07-01,61,22.7,17.0,19.6,23.7,17.6,20.3,1940-07-01T04:10,1940-07-01T19:49,56340.93,35321.65,12.80,12.80,0.00,18.0,18.9,52.9,358,15.58,2.94
1940-07-02,61,27.5,17.4,22.6,29.8,18.5,24.3,1940-07-02T04:11,1940-07-02T19:49,56290.95,50400.00,4.00,4.00,0.00,5.0,15.0,36.7,18,24.97,4.90
1940-07-03,53,29.4,16.4,23.6,33.6,17.4,26.6,1940-07-03T04:11,1940-07-03T19:49,56236.91,50400.00,0.50,0.50,0.00,1.0,8.7,19.8,214,25.61,5.08
1940-07-04,55,29.1,17.2,22.5,32.0,19.3,25.0,1940-07-04T04:12,1940-07-04T19:48,56178.90,48595.69,1.70,1.70,0.00,2.0,14.7,31.7,221,24.67,4.85
1940-07-05,61,21.1,16.6,18.9,22.7,17.5,20.2,1940-07-05T04:13,1940-07-05T19:48,56116.96,26124.34,4.30,4.30,0.00,10.0,10.0,28.1,342,12.55,2.33
1940-07-06,1,25.2,15.5,20.8,27.5,16.2,22.3,1940-07-06T04:13,1940-07-06T19:48,56051.16,50400.00,0.00,0.00,0.00,0.0,7.9,21.2,146,27.34,5.00
1940-07-07,3,29.1,16.9,23.1,32.5,18.0,25.5,1940-07-07T04:14,1940-07-07T19:47,55981.46,50400.00,0.00,0.00,0.00,0.0,12.3,25.6,178,26.76,5.25
1940-07-08,53,25.7,17.5,22.1,27.4,17.2,23.4,1940-07-08T04:15,1940-07-08T19:47,55907.21,50400.00,0.80,0.80,0.00,2.0,15.3,43.6,209,23.50,4.56
1940-07-09,61,20.3,16.9,18.2,21.7,16.0,18.2,1940-07-09T04:16,1940-07-09T19:46,55828.42,12714.73,14.90,14.90,0.00,20.0,14.5,41.8,351,10.73,2.24
1940-07-10,53,20.5,16.5,18.2,22.8,15.7,18.7,1940-07-10T04:16,1940-07-10T19:46,55745.24,11461.89,3.90,3.90,0.00,10.0,13.8,38.2,338,8.74,1.92
1940-07-11,51,27.0,15.6,21.7,31.5,16.8,24.2,1940-07-11T04:17,1940-07-11T19:45,55657.83,45313.76,0.10,0.10,0.00,1.0,7.1,14.4,228,24.08,4.56
1940-07-12,53,25.8,17.4,21.4,27.0,19.2,23.2,1940-07-12T04:18,1940-07-12T19:44,55566.36,42436.06,1.00,1.00,0.00,4.0,13.2,27.7,255,24.74,4.63
1940-07-13,51,26.3,14.8,19.6,27.4,14.2,19.9,1940-07-13T04:19,1940-07-13T19:44,55470.97,50400.00,0.70,0.70,0.00,6.0,18.4,40.3,321,23.34,4.31
1940-07-14,1,23.8,13.0,18.7,24.6,12.4,19.2,1940-07-14T04:20,1940-07-14T19:43,55371.83,50400.00,0.00,0.00,0.00,0.0,9.5,21.6,229,26.71,4.69
1940-07-15,0,27.3,13.0,20.8,28.7,12.4,21.4,1940-07-15T04:21,1940-07-15T19:42,55269.10,50400.00,0.00,0.00,0.00,0.0,13.8,28.1,235,27.58,5.34
1940-07-16,1,30.7,16.4,23.0,31.8,15.8,23.5,1940-07-16T04:22,1940-07-16T19:41,55162.94,48480.77,0.00,0.00,0.00,0.0,19.6,39.2,238,25.70,5.63
1940-07-17,61,25.2,14.9,20.3,26.1,14.9,20.6,1940-07-17T04:23,1940-07-17T19:41,55053.49,46055.80,5.60,5.60,0.00,5.0,12.3,32.8,252,19.18,3.90
1940-07-18,53,24.6,14.9,20.0,27.0,15.3,21.6,1940-07-18T04:24,1940-07-18T19:40,54940.91,48218.61,0.90,0.90,0.00,2.0,6.8,16.9,308,23.40,4.25
1940-07-19,51,26.7,15.6,20.9,31.6,16.4,23.3,1940-07-19T04:25,1940-07-19T19:39,54825.36,47561.44,0.60,0.60,0.00,5.0,6.8,22.0,327,20.66,3.86
1940-07-20,51,27.1,14.1,21.9,31.2,14.7,24.4,1940-07-20T04:26,1940-07-20T19:38,54706.96,45951.46,0.60,0.60,0.00,4.0,6.8,18.0,278,22.30,4.23
1940-07-21,51,26.8,18.1,22.3,30.5,20.3,24.9,1940-07-21T04:27,1940-07-21T19:37,54585.90,42655.00,0.30,0.30,0.00,1.0,8.2,18.4,270,23.29,4.51
1940-07-22,53,24.7,17.2,20.9,26.1,18.2,22.2,1940-07-22T04:28,1940-07-22T19:36,54462.29,43821.95,2.90,2.90,0.00,6.0,11.2,27.4,37,19.34,3.65
1940-07-23,51,25.1,16.1,21.0,26.5,16.9,22.1,1940-07-23T04:29,1940-07-23T19:35,54336.30,43074.83,0.10,0.10,0.00,1.0,9.7,28.4,52,21.84,4.24
1940-07-24,55,27.0,18.1,21.3,30.4,19.6,23.5,1940-07-24T04:30,1940-07-24T19:34,54208.05,25554.48,3.40,3.40,0.00,5.0,7.7,19.4,306,16.75,3.29
1940-07-25,51,29.1,17.3,23.0,33.0,19.1,25.7,1940-07-25T04:31,1940-07-25T19:33,54077.68,46609.32,0.10,0.10,0.00,1.0,8.2,22.0,201,22.89,4.49
1940-07-26,1,31.2,19.0,24.8,34.2,21.3,27.2,1940-07-26T04:33,1940-07-26T19:32,53945.33,50094.84,0.00,0.00,0.00,0.0,15.6,27.7,204,25.70,5.51
1940-07-27,55,24.4,19.1,21.5,25.0,20.0,22.6,1940-07-27T04:34,1940-07-27T19:31,53810.96,35524.27,4.90,4.90,0.00,15.0,12.6,27.7,64,13.73,2.99
1940-07-28,63,22.5,17.6,19.9,23.3,16.5,20.3,1940-07-28T04:35,1940-07-28T19:29,53673.44,39339.18,11.00,11.00,0.00,11.0,12.1,34.9,53,14.51,2.98
1940-07-29,3,21.6,13.9,18.3,20.5,12.2,17.2,1940-07-29T04:36,1940-07-29T19:28,53532.72,40433.16,0.00,0.00,0.00,0.0,12.8,32.8,58,18.29,3.83
1940-07-30,2,20.1,10.9,16.2,19.7,9.3,15.2,1940-07-30T04:37,1940-07-30T19:27,53388.98,48605.20,0.00,0.00,0.00,0.0,14.0,23.8,28,22.95,4.05
1940-07-31,3,19.8,9.6,15.7,18.9,8.5,15.0,1940-07-31T04:38,1940-07-31T19:26,53242.41,45700.55,0.00,0.00,0.00,0.0,10.1,24.1,331,19.76,3.36
1940-08-01,61,23.8,12.2,17.6,24.8,11.6,17.9,1940-08-01T04:39,1940-08-01T19:24,53093.18,46806.50,2.60,2.60,0.00,3.0,7.9,24.1,290,21.27,3.85
1940-08-02,61,21.4,13.6,17.5,22.2,12.6,18.0,1940-08-02T04:41,1940-08-02T19:23,52941.49,49115.36,3.30,3.30,0.00,4.0,10.2,27.4,3,17.60,3.06
1940-08-03,3,22.9,10.8,18.2,24.5,10.0,18.1,1940-08-03T04:42,1940-08-03T19:22,52787.49,47305.64,0.00,0.00,0.00,0.0,13.5,31.3,360,17.82,3.39
1940-08-04,2,25.4,13.0,20.1,26.8,12.7,20.7,1940-08-04T04:43,1940-08-04T19:20,52631.36,48046.62,0.00,0.00,0.00,0.0,10.3,29.2,356,22.07,4.22
1940-08-05,63,26.0,16.1,20.5,27.6,16.2,21.8,1940-08-05T04:44,1940-08-05T19:19,52473.27,41840.88,9.00,9.00,0.00,4.0,8.0,31.3,354,21.58,4.06
1940-08-06,61,24.1,15.6,20.0,26.9,17.1,21.9,1940-08-06T04:45,1940-08-06T19:17,52313.38,30066.72,3.50,3.50,0.00,9.0,6.2,19.1,207,16.20,3.01
1940-08-07,53,26.2,16.6,22.1,30.4,17.9,25.1,1940-08-07T04:47,1940-08-07T19:16,52151.84,45588.18,2.20,2.20,0.00,9.0,8.3,21.6,103,20.65,3.84
1940-08-08,3,26.9,19.3,22.7,30.5,22.2,25.7,1940-08-08T04:48,1940-08-08T19:14,51988.82,42307.68,0.00,0.00,0.00,0.0,6.0,22.7,208,22.96,4.33
1940-08-09,53,29.0,18.2,23.9,34.8,20.4,27.8,1940-08-09T04:49,1940-08-09T19:13,51824.46,45231.46,0.50,0.50,0.00,1.0,5.5,17.3,15,22.53,4.40
1940-08-10,1,30.3,18.7,25.0,35.1,21.1,28.8,1940-08-10T04:50,1940-08-10T19:11,51658.92,43713.77,0.00,0.00,0.00,0.0,8.3,19.8,163,21.55,4.42
1940-08-11,63,24.3,18.9,22.0,26.8,21.3,24.4,1940-08-11T04:52,1940-08-11T19:10,51492.32,30789.35,14.90,14.90,0.00,6.0,11.0,22.7,336,13.25,2.50
1940-08-12,3,22.6,17.9,20.1,21.9,19.2,20.6,1940-08-12T04:53,1940-08-12T19:08,51324.84,45071.04,0.00,0.00,0.00,0.0,11.8,24.5,30,16.60,3.31
1940-08-13,53,20.6,15.5,18.1,20.1,15.1,17.5,1940-08-13T04:54,1940-08-13T19:07,51156.58,4928.66,3.20,3.20,0.00,15.0,13.5,30.2,26,7.61,2.03
1940-08-14,51,19.8,12.6,17.3,18.9,10.7,16.7,1940-08-14T04:55,1940-08-14T19:05,50987.70,28862.30,0.80,0.80,0.00,5.0,9.4,25.6,63,13.13,2.59
1940-08-15,0,23.8,10.2,17.6,25.5,8.3,17.6,1940-08-15T04:56,1940-08-15T19:03,50818.32,46812.69,0.00,0.00,0.00,0.0,7.1,14.4,119,23.86,4.11
1940-08-16,51,22.6,14.2,18.7,23.8,14.0,19.1,1940-08-16T04:58,1940-08-16T19:02,50648.38,45817.34,0.60,0.60,0.00,3.0,11.5,27.0,5,19.78,3.51
1940-08-17,55,20.0,14.8,17.0,17.4,13.9,15.6,1940-08-17T04:59,1940-08-17T19:00,50476.63,44814.75,3.90,3.90,0.00,4.0,18.8,42.5,25,18.26,3.35
1940-08-18,51,21.9,10.8,16.9,22.4,9.6,16.5,1940-08-18T05:00,1940-08-18T18:59,50302.95,36789.90,0.20,0.20,0.00,2.0,7.3,20.9,291,18.59,3.35
1940-08-19,2,25.7,13.6,18.8,26.5,13.2,18.7,1940-08-19T05:01,1940-08-19T18:57,50127.50,44336.27,0.00,0.00,0.00,0.0,12.4,28.4,234,21.34,4.07
1940-08-20,63,25.2,12.1,17.3,26.5,11.4,17.4,1940-08-20T05:03,1940-08-20T18:55,49950.44,38365.36,12.50,12.50,0.00,10.0,22.4,38.5,299,18.61,3.35
1940-08-21,51,19.4,12.0,15.3,18.8,11.6,15.0,1940-08-21T05:04,1940-08-21T18:53,49771.89,43587.93,0.10,0.10,0.00,1.0,8.9,24.5,162,17.69,2.87
1940-08-22,63,23.1,10.5,14.7,25.2,8.9,14.1,1940-08-22T05:05,1940-08-22T18:52,49592.02,27717.10,26.30,26.30,0.00,15.0,23.1,49.3,305,10.43,1.91
1940-08-23,51,20.9,9.0,14.4,20.3,7.2,13.3,1940-08-23T05:06,1940-08-23T18:50,49410.95,44194.54,0.10,0.10,0.00,1.0,9.8,23.8,233,21.65,3.56
1940-08-24,51,17.8,10.5,13.6,16.7,9.6,12.9,1940-08-24T05:08,1940-08-24T18:48,49228.83,21964.09,2.80,2.80,0.00,11.0,15.5,33.1,39,8.87,1.56
1940-08-25,3,18.7,10.9,14.7,17.5,9.5,13.7,1940-08-25T05:09,1940-08-25T18:46,49045.79,24610.16,0.00,0.00,0.00,0.0,11.0,26.6,43,13.11,2.39
1940-08-26,3,21.5,10.1,16.1,21.7,8.4,15.6,1940-08-26T05:10,1940-08-26T18:44,48861.96,38689.40,0.00,0.00,0.00,0.0,7.8,25.2,70,15.57,2.75
1940-08-27,0,22.3,11.5,17.2,22.8,10.8,17.2,1940-08-27T05:11,1940-08-27T18:43,48677.48,43507.19,0.00,0.00,0.00,0.0,7.6,20.2,57,22.49,3.74
1940-08-28,2,25.0,10.5,17.9,26.9,9.7,18.4,1940-08-28T05:12,1940-08-28T18:41,48492.46,43382.79,0.00,0.00,0.00,0.0,5.8,14.0,338,22.07,3.84
1940-08-29,51,19.9,14.0,17.5,20.6,13.9,17.6,1940-08-29T05:14,1940-08-29T18:39,48307.02,37903.64,0.20,0.20,0.00,2.0,10.8,24.8,17,13.88,2.45
1940-08-30,63,15.8,10.0,13.4,15.2,8.5,13.0,1940-08-30T05:15,1940-08-30T18:37,48121.29,18236.98,14.60,14.60,0.00,11.0,11.4,33.8,33,7.28,1.22
1940-08-31,51,16.6,7.9,12.0,14.4,6.2,9.7,1940-08-31T05:16,1940-08-31T18:35,47935.40,43200.00,0.20,0.20,0.00,2.0,18.4,50.0,355,19.74,3.15
1940-09-01,1,19.0,9.7,14.0,18.0,7.3,12.4,1940-09-01T05:17,1940-09-01T18:33,47749.45,43232.80,0.00,0.00,0.00,0.0,10.7,24.8,322,19.01,3.21
1940-09-02,1,23.2,10.1,17.1,23.2,8.8,16.7,1940-09-02T05:19,1940-09-02T18:31,47563.55,43200.00,0.00,0.00,0.00,0.0,9.1,19.8,247,20.98,3.71
1940-09-03,51,25.4,12.9,18.8,25.9,12.6,19.1,1940-09-03T05:20,1940-09-03T18:30,47377.83,43200.00,0.10,0.10,0.00,1.0,11.0,23.4,268,20.36,3.70
1940-09-04,51,19.9,13.2,17.0,19.2,12.4,16.5,1940-09-04T05:21,1940-09-04T18:28,47192.39,27652.45,0.10,0.10,0.00,1.0,9.4,19.8,65,11.79,2.28
1940-09-05,1,22.6,11.9,17.3,23.1,11.0,17.1,1940-09-05T05:22,1940-09-05T18:26,47007.16,43027.58,0.00,0.00,0.00,0.0,7.4,18.7,101,18.13,3.24
1940-09-06,0,23.7,14.1,18.6,24.1,14.2,18.6,1940-09-06T05:24,1940-09-06T18:24,46820.87,42916.64,0.00,0.00,0.00,0.0,6.1,18.0,145,20.38,3.61
1940-09-07,0,25.4,14.2,19.2,27.0,14.3,19.7,1940-09-07T05:25,1940-09-07T18:22,46633.39,42804.48,0.00,0.00,0.00,0.0,7.9,16.2,193,20.24,3.67
1940-09-08,1,26.1,14.7,19.8,26.7,15.5,20.7,1940-09-08T05:26,1940-09-08T18:20,46444.84,42691.21,0.00,0.00,0.00,0.0,8.1,17.6,169,20.16,3.72
1940-09-09,0,25.2,14.3,18.7,24.5,14.1,18.2,1940-09-09T05:27,1940-09-09T18:18,46255.34,42576.96,0.00,0.00,0.00,0.0,16.5,32.8,227,20.10,4.00
1940-09-10,55,21.0,11.7,16.3,21.5,10.9,16.2,1940-09-10T05:29,1940-09-10T18:16,46065.02,42461.83,1.10,1.10,0.00,2.0,10.2,34.6,214,17.66,2.98
1940-09-11,61,20.8,12.9,16.1,21.9,11.6,16.7,1940-09-11T05:30,1940-09-11T18:14,45873.99,38716.99,9.00,9.00,0.00,16.0,15.5,34.6,313,11.39,2.01
1940-09-12,51,15.8,7.6,12.8,12.5,5.0,10.9,1940-09-12T05:31,1940-09-12T18:12,45682.38,20793.20,2.10,2.10,0.00,8.0,16.2,33.1,36,9.94,2.00
1940-09-13,2,14.0,6.2,10.5,11.7,3.5,8.2,1940-09-13T05:32,1940-09-13T18:10,45490.28,42026.98,0.00,0.00,0.00,0.0,7.3,19.1,136,16.10,2.44
1940-09-14,3,19.2,5.4,12.6,16.8,3.1,10.6,1940-09-14T05:33,1940-09-14T18:08,45297.83,41398.04,0.00,0.00,0.00,0.0,16.8,31.3,213,13.87,2.48
1940-09-15,51,19.5,12.7,16.4,16.5,11.5,14.4,1940-09-15T05:35,1940-09-15T18:06,45105.14,35787.11,0.10,0.10,0.00,1.0,30.1,57.6,204,13.01,2.80
1940-09-16,61,17.6,12.9,15.3,17.3,11.8,14.8,1940-09-16T05:36,1940-09-16T18:04,44912.30,4944.77,7.20,7.20,0.00,11.0,17.7,44.3,156,5.67,1.25
1940-09-17,2,21.1,10.1,16.0,20.7,9.1,15.4,1940-09-17T05:37,1940-09-17T18:03,44719.45,41081.04,0.00,0.00,0.00,0.0,8.0,19.4,163,17.60,3.03
1940-09-18,2,25.0,11.2,17.6,26.1,10.4,17.6,1940-09-18T05:38,1940-09-18T18:01,44526.69,40966.06,0.00,0.00,0.00,0.0,7.6,14.4,202,17.24,3.13
1940-09-19,1,25.3,11.5,18.9,27.0,10.6,19.6,1940-09-19T05:40,1940-09-19T17:59,44334.12,40463.45,0.00,0.00,0.00,0.0,7.6,18.4,121,17.63,3.16
1940-09-20,1,26.0,12.4,18.4,25.8,12.2,18.2,1940-09-20T05:41,1940-09-20T17:57,44141.86,40353.44,0.00,0.00,0.00,0.0,14.1,28.1,235,17.71,3.48
1940-09-21,1,25.1,13.4,18.3,24.8,13.1,18.2,1940-09-21T05:42,1940-09-21T17:55,43950.02,40004.80,0.00,0.00,0.00,0.0,11.6,22.3,242,17.27,3.19
1940-09-22,1,24.8,14.1,19.0,26.1,14.1,19.7,1940-09-22T05:43,1940-09-22T17:53,43758.71,39562.80,0.00,0.00,0.00,0.0,7.3,17.3,263,16.87,2.95
1940-09-23,3,25.7,13.6,19.5,28.1,14.3,20.7,1940-09-23T05:45,1940-09-23T17:51,43568.03,39361.80,0.00,0.00,0.00,0.0,7.4,13.0,165,16.52,3.03
1940-09-24,1,28.3,14.3,19.7,28.8,14.2,20.2,1940-09-24T05:46,1940-09-24T17:49,43378.10,39070.36,0.00,0.00,0.00,0.0,9.5,21.2,236,16.68,3.28
1940-09-25,1,26.3,13.3,18.3,25.1,13.0,17.6,1940-09-25T05:47,1940-09-25T17:47,43188.83,39076.76,0.00,0.00,0.00,0.0,15.6,34.9,231,17.09,3.52
1940-09-26,3,20.6,12.5,16.0,20.3,10.7,14.7,1940-09-26T05:48,1940-09-26T17:45,42998.90,38640.64,0.00,0.00,0.00,0.0,15.8,31.0,36,16.19,3.09
1940-09-27,3,16.8,11.4,15.0,14.9,10.0,13.2,1940-09-27T05:50,1940-09-27T17:43,42808.16,36025.36,0.00,0.00,0.00,0.0,10.7,24.1,72,12.16,2.33
1940-09-28,63,24.9,10.3,16.2,23.7,8.9,15.1,1940-09-28T05:51,1940-09-28T17:41,42616.73,30458.82,17.90,17.90,0.00,8.0,19.7,42.1,238,13.26,2.69
